ClienteID,Nome,Idade,Genero,Segmento,Localizacao
4bf5cf0e-97a1-42a2-9606-be66a2a2d1a6,Maria Sophia Montenegro,48,F,Alta Frequência,"Dourados, Mato Grosso do Sul"
6d30a1b9-37df-4571-8910-2c10a3fe085b,Luiz Felipe Sousa,28,F,Alta Frequência,"São Luís, Maranhão"
a7a3bc7a-01c9-4464-87d2-2e313da325e2,Isis da Paz,29,M,Alta Receita,"Imperatriz, Maranhão"
0fc64cf0-108d-4f04-a948-9bdac1199d43,Thales Ferreira,37,M,Alta Frequência,"Manaus, Amazonas"
9eae2feb-0f76-4282-bba0-4391e716eb38,Anna Liz Rocha,52,F,Alta Receita,"Rio de Janeiro, Rio de Janeiro"
722899a2-b752-4753-a60d-400fc3b1ef08,Caio Dias,57,F,Recorrente,"Belém, Pará"
ea1b248f-ea94-4306-8579-8f5d969040b0,Sr. João Siqueira,40,M,Alta Receita,"Boa Vista, Roraima"
5bad4331-7366-4606-91ae-2d48d6f83aa7,Sra. Maria Eduarda Monteiro,30,F,Alta Receita,"Vitória, Espírito Santo"
503fe053-7d34-45ec-836f-00084cdcffaf,Esther da Conceição,55,F,Alta Receita,"Joinville, Santa Catarina"
b0dc80e8-0aee-4a68-aba9-5b909654a5e4,Dr. Ravi Lucca Martins,34,M,Alta Frequência,"Dourados, Mato Grosso do Sul"
d8b304a4-cbd7-45f2-ac66-f55e5309c42a,Nicole Martins,24,M,Alta Receita,"Cuiabá, Mato Grosso"
bce4570b-245f-4b4a-a716-5ab673c1d557,Mariah Alves,54,M,Alta Frequência,"Rorainópolis, Roraima"
5114ca97-c9cb-4148-a3b1-d124df94a2f8,Clarice Guerra,39,F,Recorrente,"Caxias do Sul, Rio Grande do Sul"
ca978f1d-6f33-4c5e-8392-3cfa5d9f2c8c,Emanuella Cassiano,31,M,Alta Frequência,"Dourados, Mato Grosso do Sul"
378ce7b7-2f14-4369-b22f-deb897cabad1,Antony Gonçalves,31,M,Recorrente,"Porto Alegre, Rio Grande do Sul"
565a4a42-4559-4d60-a65f-d5c178e7e190,Antônio Monteiro,28,F,Alta Frequência,"Porto Velho, Rondônia"
d46c5776-4db3-4044-a887-6b7f64694f53,Lara da Conceição,21,M,Recorrente,"São Luís, Maranhão"
b9465130-9b58-420a-bc8d-8aef30a04e0b,Marina Lopes,45,F,Alta Receita,"Caxias do Sul, Rio Grande do Sul"
7cc27448-28ea-4192-9a02-4444f28446fa,Ana Liz Fogaça,33,F,Alta Receita,"Fortaleza, Ceará"
f3f48d53-1120-41b7-9b23-91f0f620e4c0,Dr. João Vitor Casa Grande,63,F,Alta Receita,"Londrina, Paraná"
7e85f617-f17e-493d-84cd-a1d23c32f2ee,Oliver Mendonça,51,M,Recorrente,"Sobral, Ceará"
a1aa8c49-4ed9-474f-b4f4-8fdc0351d800,Lucca Pires,28,F,Recorrente,"Florianópolis, Santa Catarina"
6dd2c683-9e54-47bf-af1e-65964f844346,Camila Peixoto,53,F,Alta Receita,"Ji-Paraná, Rondônia"
57522610-482a-48ff-8796-45b8212232df,Sra. Carolina Freitas,61,M,Recorrente,"Niterói, Rio de Janeiro"
1028f5b4-7938-4e7f-b86e-258890b950bb,Pietro Freitas,29,M,Alta Receita,"Parnaíba, Piauí"
f1cfc83f-359e-484a-bf01-0e256ac08ccb,Sr. Levi Porto,64,F,Alta Frequência,"Mossoró, Rio Grande do Norte"
79e76f99-f8f7-4639-a6de-fc16ea6dccb6,Luigi Oliveira,42,F,Alta Frequência,"Campo Grande, Mato Grosso do Sul"
31c2bddb-b2c5-49b9-94c0-6524cb37a85d,Lorenzo Viana,30,F,Alta Receita,"São Paulo, São Paulo"
e950419d-f89c-491d-9280-9c97a1f76e1c,Isaac da Cruz,18,F,Alta Receita,"Brasília, Distrito Federal"
e3fb8c1d-7841-43dd-9034-4c867d14190d,Levi Moraes,34,M,Recorrente,"Santarém, Pará"
c00c9ab9-6257-47cf-9878-1ae5e17766b1,Lorenzo Barros,59,F,Recorrente,"Salvador, Bahia"
9a43fa95-7672-4dbe-bdae-4677877bfb50,Sra. Ana Lívia Machado,20,F,Alta Receita,"Itabaiana, Sergipe"
ca916df7-3174-4b78-8705-dd1e63bb48b6,Diego Fonseca,54,M,Recorrente,"Vitória, Espírito Santo"
79477aa8-0f1c-4455-871b-3b67d907a314,Henry Gabriel Porto,49,M,Alta Receita,"Itabaiana, Sergipe"
d32880c7-5b2d-407e-93c4-525400c818ba,Rafaela Novais,20,F,Alta Frequência,"São Paulo, São Paulo"
f4e82b6c-45d3-408a-889f-884f2568221b,Dr. Levi Pereira,63,M,Alta Frequência,"Campo Grande, Mato Grosso do Sul"
d2fa9b0a-3337-45f9-894b-9f90e21a47b9,Esther Peixoto,25,M,Alta Receita,"Parintins, Amazonas"
bbc1686b-4bad-4973-9ed0-12439ae69d97,Gael Moura,38,M,Recorrente,"Vitória, Espírito Santo"
3f8bc509-484f-4da6-810e-9d40cc8155da,Mariana Sampaio,59,M,Alta Receita,"Salvador, Bahia"
4c55542d-02cb-42d1-9a4a-9d0bd18ee31b,Gustavo Casa Grande,63,M,Recorrente,"Joinville, Santa Catarina"
a6d18c91-0760-4408-8678-fe134bcd6e4d,Mariah Barros,51,M,Recorrente,"Campinas, São Paulo"
e8e91639-c69a-4024-b706-46025e5ea4cd,Pietro Pires,60,M,Alta Frequência,"Caruaru, Pernambuco"
98063af9-282f-4cce-8e25-ce3d61cc06e5,Luara Caldeira,64,F,Alta Frequência,"Palmas, Tocantins"
46a49f8d-74b8-4222-8607-81e5efd8dfa9,Rafael da Paz,20,F,Recorrente,"Rorainópolis, Roraima"
52a343b8-20e7-46ef-9623-934629b3e2d3,Davi Aragão,29,M,Alta Receita,"Araguaína, Tocantins"
7a235335-8d75-4038-9397-ff39de240ec5,Sr. Levi Silveira,25,F,Alta Receita,"Feira de Santana, Bahia"
a0fef51e-0684-4438-8cd5-219a6001e75d,Luna Gonçalves,54,F,Alta Frequência,"Cuiabá, Mato Grosso"
d608e6ac-9cf2-4216-939c-be4f2d914e29,João Miguel Duarte,29,M,Alta Frequência,"Belém, Pará"
0a14e77e-918b-4860-81a9-6b3b90cc44af,Ana Laura Silveira,67,M,Alta Frequência,"São Luís, Maranhão"
7f2632df-21c2-4510-b6b2-b13cb79f0581,Bernardo Carvalho,47,M,Recorrente,"Araguaína, Tocantins"
29d36291-85d4-42c1-9a2d-445326cd4979,Srta. Ayla Sá,61,M,Recorrente,"Arapiraca, Alagoas"
569186b9-5b69-49a8-b8e9-ed275c3dbae4,Noah Fernandes,37,M,Alta Receita,"Curitiba, Paraná"
668b179f-7e11-43ab-91cf-c46bc037c059,Ana Liz Moura,29,F,Alta Frequência,"Niterói, Rio de Janeiro"
655f9c8c-ca2b-48f5-a44e-3b1c6a961ac0,Srta. Aurora Costela,44,M,Alta Frequência,"Rondonópolis, Mato Grosso"
c344819d-1d80-47cd-a8b8-2fa172d0c649,Ian da Costa,29,F,Alta Receita,"Salvador, Bahia"
8ec46aab-aefb-4b37-a50e-e5e70e77b689,Benjamim Ramos,34,M,Alta Receita,"Niterói, Rio de Janeiro"
7a8ba3cf-39bb-4b8a-b281-738ed7c7d8e6,Asafe Câmara,40,F,Recorrente,"Campina Grande, Paraíba"
2712cefe-f330-4931-bb8f-f9d7c22edfc4,Theodoro Dias,20,F,Alta Frequência,"Belo Horizonte, Minas Gerais"
a2637d77-c186-4bce-a334-db0652acde30,Maria Laura Almeida,62,F,Alta Receita,"Goiânia, Goiás"
7e029b3f-4a25-4ec8-83fa-363d829f8b39,Oliver Novaes,31,F,Recorrente,"Vila Velha, Espírito Santo"
96f48688-333b-4a5d-8a45-f6041165ed7f,Gustavo Henrique da Conceição,23,M,Alta Receita,"Brasília, Distrito Federal"
5971116a-01d4-4cf6-bdd0-a74b952e653e,Srta. Maria Eduarda Moraes,34,M,Alta Frequência,"Araguaína, Tocantins"
65adafab-2a07-458d-943b-bf74e609456a,Dom Nascimento,48,M,Alta Receita,"Brasília, Distrito Federal"
be876c4f-a0af-4f67-aa4a-973e01e1af8f,Larissa da Mata,41,F,Recorrente,"Rondonópolis, Mato Grosso"
636f7abf-82c9-41df-9fd2-29bc8e673bc8,Guilherme Sá,38,M,Recorrente,"Cuiabá, Mato Grosso"
321e2462-55a0-4b97-819b-73339b8ce31b,Dr. Matteo Campos,28,F,Alta Receita,"João Pessoa, Paraíba"
07609502-739f-41c3-890e-c6f3a684b83b,Sophie Vargas,59,M,Alta Frequência,"Imperatriz, Maranhão"
1cd97b17-2f51-470f-b460-03a367db5a91,Mathias Caldeira,28,F,Recorrente,"Campina Grande, Paraíba"
34a11999-dfcd-421a-aede-901cbe2904f8,Kaique Sales,46,F,Recorrente,"Boa Vista, Roraima"
97dfc472-e2fb-42a1-b6df-253cac98c942,Luiz Miguel Martins,64,F,Alta Receita,"Rondonópolis, Mato Grosso"
3ad4d4c4-a049-4ed9-a5d8-31480deb083b,Isis Cunha,34,F,Recorrente,"Florianópolis, Santa Catarina"
032a0c06-4f55-458e-8618-93ec82d768c6,Fernando Farias,61,F,Alta Receita,"Imperatriz, Maranhão"
b84e203d-f261-4977-bfe5-4edd34d387dd,Lunna Marques,66,M,Alta Receita,"Macapá, Amapá"
c0fce144-9a10-4a52-a408-7ac9fbf676af,Samuel Mendes,54,F,Recorrente,"Parnaíba, Piauí"
cb8553f6-490c-4442-98c3-fa3d8f928bca,Isadora Barbosa,50,M,Alta Receita,"Rio Branco, Acre"
0011be30-e268-492f-9b75-7ed19dca71ef,Benicio Albuquerque,54,M,Alta Frequência,"Campo Grande, Mato Grosso do Sul"
00009f1e-ee1e-4dbf-8634-0607f260a3ed,Pedro Miguel Garcia,68,M,Alta Frequência,"Uberlândia, Minas Gerais"
28d42725-f611-40ec-916f-b778ba8f3e6c,Benjamim Freitas,69,F,Alta Receita,"Fortaleza, Ceará"
f88f8979-30d7-409d-a551-524c371e7782,Maria Fernanda Barbosa,47,M,Recorrente,"Recife, Pernambuco"
05bba5e4-a754-4837-aae0-6e0147acaec9,Arthur Gabriel Campos,29,F,Alta Receita,"Porto Velho, Rondônia"
74f935ca-4341-4d0e-a44f-802b4d53280e,Dante Porto,33,M,Alta Receita,"Manaus, Amazonas"
caf27c2a-ae8c-41f9-b3d2-1fd2be87dbac,Renan Cavalcanti,27,F,Alta Frequência,"Manaus, Amazonas"
b98d15a7-160a-46e1-9cd2-7c9f03ac0d1b,Rafael Pacheco,40,M,Alta Receita,"Aracaju, Sergipe"
452319ae-45ec-457f-8eb4-b40eb1e62f11,Rhavi Azevedo,62,M,Alta Receita,"Anápolis, Goiás"
37296854-273e-44e5-b119-e78cbb3f4297,Miguel Rocha,47,M,Alta Frequência,"Uberlândia, Minas Gerais"
7f572473-0983-44e3-87a7-6739609eed33,Nina Jesus,38,M,Alta Receita,"Recife, Pernambuco"
93a69684-0365-49fc-b910-70e02cce4cce,Benício Vargas,36,F,Recorrente,"Londrina, Paraná"
4814e14e-b5bc-4efc-87e4-02c5e05a2a8a,Sra. Gabriela da Mata,40,F,Recorrente,"Recife, Pernambuco"
f6939800-459f-4497-abd6-8d74063fec11,Isaac Sales,32,M,Alta Frequência,"São Paulo, São Paulo"
feef341b-007f-43cb-8f73-5afa72af6a55,Ana Clara Nunes,39,M,Recorrente,"Campina Grande, Paraíba"
8f16fac0-6f72-4ca4-9b64-3c30d5dc4812,Sra. Isabel Silva,22,M,Alta Frequência,"Dourados, Mato Grosso do Sul"
49592f6e-0c1b-4e93-be16-2e89d9347309,Sr. Léo Marques,20,M,Alta Receita,"Aracaju, Sergipe"
29f5010c-8b6a-4c97-b8f4-223bd21a5375,Dr. Yuri Nogueira,39,F,Recorrente,"Teresina, Piauí"
a3aa1839-bc35-4c9a-921a-21a4254c5028,Dr. Erick Pacheco,27,F,Alta Receita,"Rorainópolis, Roraima"
fbc77e98-77ad-4afc-9f42-986666db005e,Dr. Diogo Rocha,20,F,Alta Receita,"Caruaru, Pernambuco"
acfb605e-7e98-4064-a3b1-9fd8c06cbd3f,Maria Luísa Fonseca,43,M,Alta Receita,"Boa Vista, Roraima"
9a26a065-1621-4bd0-ae84-a24bf61d6b9c,Davi Miguel Farias,40,M,Recorrente,"Porto Alegre, Rio Grande do Sul"
777028e6-a53d-4350-9bd1-b61cecba63b3,Ágatha Rodrigues,28,F,Alta Frequência,"Recife, Pernambuco"
57ec95f3-0af2-4a23-a3c6-0f792a0e0060,Clara Peixoto,61,F,Alta Frequência,"Rondonópolis, Mato Grosso"
d4fecf58-a1f8-45a4-8a4b-455957765dc6,Srta. Cecilia Vieira,45,M,Alta Receita,"Itabaiana, Sergipe"
65773498-b176-4686-931e-96c434b0258b,Otto Camargo,65,M,Recorrente,"Parnaíba, Piauí"
0abf1903-8b43-4eca-805a-adb5fd91aa63,Bella Oliveira,50,F,Alta Receita,"Caxias do Sul, Rio Grande do Sul"
8cea3275-ef3b-4cb5-8135-24d30108cc5d,Eloah Sousa,52,F,Alta Frequência,"Niterói, Rio de Janeiro"
c9a84bdd-b5b2-4ed1-af1b-53163a0e681b,Dr. Danilo Duarte,45,F,Recorrente,"Porto Alegre, Rio Grande do Sul"
5f9209ec-cc02-4d43-9622-d179bb5ad45d,Maria Laura Moreira,18,F,Recorrente,"Manaus, Amazonas"
38151095-648e-45eb-91c1-a2dba82a1132,Marcela Souza,30,F,Alta Receita,"Rondonópolis, Mato Grosso"
fcea545a-c066-48e4-b013-b8e468729600,Henry Gabriel Porto,36,M,Alta Frequência,"Santana, Amapá"
d597ea14-27dc-4857-b422-acb0a4d6c76c,Srta. Agatha Vieira,41,M,Recorrente,"Itabaiana, Sergipe"
1b98d67e-ccc8-4dc6-8127-a367f822c3b6,Cecília Barbosa,34,F,Alta Receita,"Uberlândia, Minas Gerais"
3de8ca53-4e7a-4311-b33a-72c8b1e76ab9,Liz Costela,67,M,Recorrente,"Uberlândia, Minas Gerais"
f398d16e-18b9-40a2-a364-42e58abe5779,Apollo Almeida,36,F,Alta Receita,"Salvador, Bahia"
3503ae05-1efe-4e73-8bb8-815707f6008e,Brayan Azevedo,38,F,Recorrente,"Cruzeiro do Sul, Acre"
1e73b307-f375-40d3-b3dd-8d3140e10b51,Maria Alice Ribeiro,40,M,Recorrente,"Macapá, Amapá"
98f9bfb4-b2a4-4bf4-82b4-9d26672b0fa7,Luigi Gomes,33,M,Alta Frequência,"Campinas, São Paulo"
6db3bda5-4dc4-459c-b55c-dfff5ffa7dbe,Pietra Porto,26,M,Recorrente,"Goiânia, Goiás"
addaa3b6-0ab8-4fe2-97e4-e1739d63bda6,Ana Beatriz Monteiro,35,F,Alta Receita,"Itabaiana, Sergipe"
417af0cb-07f2-422d-99fb-b46d51d3649c,Sra. Maria Isis Sá,70,F,Alta Frequência,"Rio de Janeiro, Rio de Janeiro"
6c362d23-1916-4984-8510-c97a89fd09b5,Dra. Marcela Rodrigues,41,M,Alta Frequência,"Parintins, Amazonas"
61458972-06fe-49ea-bea0-9deb7d84dae5,Ryan Teixeira,42,M,Alta Receita,"Campo Grande, Mato Grosso do Sul"
408d5212-7991-429a-963a-6695e7e77386,Ayla Barros,45,F,Alta Frequência,"Vila Velha, Espírito Santo"
b7321e2b-d4a4-4bf0-b96a-53053ed1d8f8,Aylla Marques,64,M,Alta Receita,"Rorainópolis, Roraima"
3dcafd82-565e-4679-bfc1-e2f1613dec3a,Olivia Andrade,54,F,Alta Receita,"Belém, Pará"
c6f43468-8d78-41c8-8f4f-f14552a7c5d6,Sra. Helena Pimenta,62,M,Alta Receita,"Campo Grande, Mato Grosso do Sul"
af0f134e-02a2-4fcc-984e-e3db691d8bea,Arthur Montenegro,31,F,Alta Receita,"Rondonópolis, Mato Grosso"
2e654dcc-8087-44bc-91b0-830f71c629a6,Kamilly Sampaio,35,M,Recorrente,"São Paulo, São Paulo"
eccb853b-cd22-4ff2-a35f-a3f390a71d24,Ana Julia da Cunha,61,F,Alta Receita,"Recife, Pernambuco"
8448d4ed-b2be-420f-9e1f-86f795ede22d,Emanuella Machado,31,M,Alta Receita,"Cruzeiro do Sul, Acre"
0a3169f7-29a9-4bf0-9a82-95a04b1b9280,Lucas Lima,35,F,Alta Receita,"Belo Horizonte, Minas Gerais"
f7f3dc54-27a0-4911-afd2-9b721c13a1e7,Gael Henrique Mendes,24,M,Alta Frequência,"Dourados, Mato Grosso do Sul"
63265564-0175-405a-bfc1-428a7c7ab691,Dra. Emanuelly Vargas,32,M,Recorrente,"Cruzeiro do Sul, Acre"
2ec3f8e0-4d62-4050-8b3b-5efa6070b244,Luigi Rodrigues,55,F,Recorrente,"Sobral, Ceará"
3a8e36fd-7e4c-410b-9875-34bf9564d4c1,Sra. Bruna Brito,52,F,Alta Receita,"Dourados, Mato Grosso do Sul"
bd87ff11-21ca-4fcd-a3a2-f59c2a184cbc,Amanda Macedo,39,F,Alta Receita,"Goiânia, Goiás"
b2ec7ff4-cb59-4151-9dde-74667f0366ef,Alícia Santos,27,F,Recorrente,"Campina Grande, Paraíba"
5e48245a-b19d-4b55-a5ce-fa0f8671e213,Ísis Caldeira,52,M,Recorrente,"Aracaju, Sergipe"
4766229e-0895-4f3c-b941-a6a46b2afb3a,Mariana Azevedo,43,M,Recorrente,"Caruaru, Pernambuco"
e0b641d0-4345-429c-9655-8df410af54cc,Maria Alice Melo,58,F,Recorrente,"Cuiabá, Mato Grosso"
3e447305-eb55-420d-81d2-31cb66bd5d42,Dante Alves,31,F,Alta Receita,"João Pessoa, Paraíba"
2fd1843d-9207-4602-961c-d6742978868d,Fernanda Machado,46,F,Alta Frequência,"Sobral, Ceará"
5f91b1af-8bc1-4738-bf1b-f6a0a8ecb6a1,Julia Mendes,57,F,Recorrente,"Porto Velho, Rondônia"
a800d519-ca3d-41cc-b88a-a20e111b0acd,Noah Camargo,66,M,Alta Receita,"Parnaíba, Piauí"
33d3958a-3b74-4fd2-8a2d-6f038f464f34,Kaique Carvalho,33,F,Recorrente,"Anápolis, Goiás"
02dd95c2-6405-4e04-b393-cb2dbf23f095,Sr. Thomas Viana,56,M,Alta Frequência,"Ji-Paraná, Rondônia"
aa7927f8-8649-44c3-9cdd-5a61031d45fc,Vinícius Albuquerque,31,M,Recorrente,"Recife, Pernambuco"
23167b59-cfbb-44e3-a160-e35b4da7f632,Sr. Rhavi Cunha,28,F,Recorrente,"Fortaleza, Ceará"
7a70425b-7989-478e-a9fe-494e304c7b39,Hadassa Brito,66,M,Alta Receita,"Parnaíba, Piauí"
a22646f5-8d93-4a78-a34a-a1a42c239586,Ágatha Barbosa,38,F,Recorrente,"Dourados, Mato Grosso do Sul"
db9bc56e-2080-493c-aac5-e8a325679f2a,Clara Teixeira,50,F,Alta Frequência,"Santarém, Pará"
fd67eb3e-836d-4c1f-ba49-c96a11680e55,Enzo da Cruz,66,F,Alta Receita,"Caruaru, Pernambuco"
d6fb3a95-69db-4362-80df-b921a07f3385,Maria Cecília Câmara,28,M,Alta Receita,"Joinville, Santa Catarina"
0f46bb11-6809-4564-8331-21ffd3f63623,Ana Cecília Duarte,52,F,Alta Receita,"Fortaleza, Ceará"
314e9b45-0715-41b6-a506-6540c7d77fbb,Maria Fernanda Gonçalves,61,M,Alta Receita,"Vitória, Espírito Santo"
ddef7af4-d61c-4113-9b3f-6c547327f33e,Davi Lucas Mendes,44,F,Alta Frequência,"Rondonópolis, Mato Grosso"
8271b0d0-ca5c-459e-b30b-15eb9d69cf34,Eduarda da Costa,57,M,Alta Frequência,"Vitória, Espírito Santo"
7f4423d5-49a1-47a1-8571-32539956ad9b,Pedro Peixoto,56,F,Alta Frequência,"Campo Grande, Mato Grosso do Sul"
8fcab2a9-10fb-436c-aad5-401e07e9fb0b,Diogo Vargas,28,F,Recorrente,"São Luís, Maranhão"
4702fe75-5e98-4fdf-8a3a-1171a432cc60,Lara Martins,19,F,Recorrente,"Parintins, Amazonas"
eac7c57b-fc96-4d06-8e8b-30cea67155cd,Dr. Vitor Gabriel Pereira,28,F,Alta Receita,"Brasília, Distrito Federal"
dafa1c94-4ee2-4290-ab59-003a53bc0611,Sophia Mendonça,29,F,Recorrente,"São Paulo, São Paulo"
d6e9fa04-df04-4782-81e6-206862d70bec,Dra. Cecilia Melo,26,F,Alta Frequência,"Araguaína, Tocantins"
7d5b6037-b101-4b0f-974a-f825564a9062,Sr. José Pires,54,F,Alta Receita,"Rio Branco, Acre"
dfefb72a-4570-47fe-af25-2aa844a9844f,Théo da Conceição,33,M,Alta Receita,"Arapiraca, Alagoas"
52fc6f48-e7e3-47c4-ad44-1085502426c6,Gabriel Ferreira,69,F,Alta Frequência,"Brasília, Distrito Federal"
d363621f-311c-4ad4-8e6c-cc79f8eb51b8,Dr. João Lucas da Luz,64,M,Alta Frequência,"Arapiraca, Alagoas"
a8bb81dc-ab70-4385-ac81-4f559906d534,Davi Miguel Vargas,61,F,Recorrente,"São Paulo, São Paulo"
afe601c5-30a1-4d7d-8b86-1f69b03689a4,Maria Cecília Silva,22,F,Alta Receita,"Itabaiana, Sergipe"
3457c8d7-5236-44ef-8d8b-10518af35cd2,Stephany Cavalcanti,63,M,Alta Receita,"Rio de Janeiro, Rio de Janeiro"
e04b1533-b905-47b6-b97e-e8301e018646,Josué Costela,36,F,Recorrente,"Aracaju, Sergipe"
d4946414-a229-46c4-8a39-d65a991f2102,Sr. Theo Freitas,41,F,Recorrente,"Curitiba, Paraná"
b7900752-7bfd-4c74-a441-e11e3ee1db8e,Raul Nascimento,45,M,Alta Frequência,"Brasília, Distrito Federal"
9b21c065-4135-4443-a576-88695765f418,José Campos,66,M,Recorrente,"Ji-Paraná, Rondônia"
8cf996a3-d028-4602-a066-5e51f76d7126,Agatha Azevedo,44,F,Alta Frequência,"Rorainópolis, Roraima"
413b48c4-ef22-4e93-8fde-a771305d9749,Mirella Novaes,31,F,Alta Frequência,"Arapiraca, Alagoas"
82d8a7f5-46ef-4aaa-9237-6d229565bc2f,Mariah Costa,47,F,Alta Frequência,"São Luís, Maranhão"
6d7e39bc-fb48-4c14-8d0d-e1364404fe9a,Rebeca Peixoto,39,F,Recorrente,"Londrina, Paraná"
630ae016-6fea-44f5-b9f3-43731bab13ac,Sr. Davi Miguel Cirino,68,F,Recorrente,"Mossoró, Rio Grande do Norte"
cd21fb86-c297-4392-9c80-72201f77765f,Asafe Azevedo,56,M,Alta Frequência,"Feira de Santana, Bahia"
890459d7-8c69-42e8-9b82-9ae14700cde9,Davi Lucas Viana,19,M,Alta Receita,"Ji-Paraná, Rondônia"
afcd2960-be36-436d-acfd-ceed188c49b2,Gabrielly Aparecida,63,F,Alta Receita,"Rondonópolis, Mato Grosso"
0f5449d1-910a-4ebf-a909-3889e42cfe33,Daniel Fernandes,54,F,Alta Receita,"Rio de Janeiro, Rio de Janeiro"
46f4dccb-b835-4e28-9fd6-0efbfa11f0e7,Pedro da Costa,61,F,Alta Frequência,"Niterói, Rio de Janeiro"
9a898be7-9e49-4057-b86e-995d3b014893,Juliana Novaes,27,F,Alta Receita,"São Paulo, São Paulo"
26d6004f-3c82-4de9-973c-92595a8258cb,Yuri Pacheco,19,M,Recorrente,"Salvador, Bahia"
2bfddbf9-3849-4d35-8329-732b51146ac7,Gabrielly Nogueira,55,M,Alta Receita,"Fortaleza, Ceará"
